ManufacturerID,Manufacturer,Category,Segment,ProductID,Product,IsCompeteHide
1,Abbas,Mix,All Season,1,Abbas MA-01,N
1,Abbas,Mix,All Season,2,Abbas MA-02,N
1,Abbas,Mix,All Season,3,Abbas MA-03,N
1,Abbas,Mix,All Season,4,Abbas MA-04,N
1,Abbas,Mix,All Season,5,Abbas MA-05,N
1,Abbas,Mix,All Season,6,Abbas MA-06,N
1,Abbas,Mix,All Season,7,Abbas MA-07,N
1,Abbas,Mix,All Season,8,Abbas MA-08,N
1,Abbas,Mix,All Season,9,Abbas MA-09,N
1,Abbas,Mix,All Season,10,Abbas MA-10,N
1,Abbas,Mix,All Season,11,Abbas MA-11,N
1,Abbas,Mix,All Season,12,Abbas MA-12,N
1,Abbas,Mix,All Season,13,Abbas MA-13,N
1,Abbas,Mix,All Season,14,Abbas MA-14,N
1,Abbas,Mix,All Season,15,Abbas MA-15,N
1,Abbas,Mix,All Season,16,Abbas MA-16,N
1,Abbas,Mix,All Season,17,Abbas MA-17,N
1,Abbas,Mix,All Season,18,Abbas MA-18,N
1,Abbas,Mix,All Season,19,Abbas MA-19,N
1,Abbas,Mix,All Season,20,Abbas MA-20,N
1,Abbas,Mix,All Season,21,Abbas MA-21,N
1,Abbas,Mix,All Season,22,Abbas MA-22,N
1,Abbas,Mix,All Season,23,Abbas MA-23,N
1,Abbas,Mix,All Season,24,Abbas MA-24,N
1,Abbas,Mix,All Season,25,Abbas MA-25,N
1,Abbas,Mix,All Season,26,Abbas MA-26,N
1,Abbas,Mix,All Season,27,Abbas MA-27,N
1,Abbas,Mix,All Season,28,Abbas MA-28,N
1,Abbas,Mix,All Season,29,Abbas MA-29,N
1,Abbas,Mix,All Season,30,Abbas MA-30,N
1,Abbas,Mix,All Season,31,Abbas MA-31,N
1,Abbas,Mix,All Season,32,Abbas MA-32,N
1,Abbas,Mix,All Season,33,Abbas MA-33,N
1,Abbas,Mix,All Season,34,Abbas MA-34,N
1,Abbas,Mix,All Season,35,Abbas MA-35,N
1,Abbas,Mix,All Season,36,Abbas MA-36,N
1,Abbas,Mix,All Season,37,Abbas MA-37,N
1,Abbas,Mix,All Season,38,Abbas MA-38,N
1,Abbas,Mix,All Season,39,Abbas MA-39,N
1,Abbas,Mix,All Season,40,Abbas MA-40,N
1,Abbas,Mix,All Season,41,Abbas MA-41,N
1,Abbas,Mix,All Season,42,Abbas MA-42,N
1,Abbas,Mix,All Season,43,Abbas MA-43,N
1,Abbas,Mix,All Season,44,Abbas MA-44,N
1,Abbas,Mix,All Season,45,Abbas MA-45,N
1,Abbas,Rural,Productivity,46,Abbas RP-01,N
1,Abbas,Rural,Productivity,47,Abbas RP-02,N
1,Abbas,Rural,Productivity,48,Abbas RP-03,N
1,Abbas,Rural,Productivity,49,Abbas RP-04,N
1,Abbas,Rural,Productivity,50,Abbas RP-05,N
1,Abbas,Rural,Productivity,51,Abbas RP-06,N
1,Abbas,Rural,Productivity,52,Abbas RP-07,N
1,Abbas,Rural,Productivity,53,Abbas RP-08,N
1,Abbas,Rural,Productivity,54,Abbas RP-09,N
1,Abbas,Rural,Productivity,55,Abbas RP-10,N
1,Abbas,Rural,Productivity,56,Abbas RP-11,N
1,Abbas,Rural,Productivity,57,Abbas RP-12,N
1,Abbas,Rural,Productivity,58,Abbas RP-13,N
1,Abbas,Rural,Productivity,59,Abbas RP-14,N
1,Abbas,Rural,Productivity,60,Abbas RP-15,N
1,Abbas,Rural,Productivity,61,Abbas RP-16,N
1,Abbas,Rural,Productivity,62,Abbas RP-17,N
1,Abbas,Rural,Productivity,63,Abbas RP-18,N
1,Abbas,Rural,Productivity,64,Abbas RP-19,N
1,Abbas,Rural,Productivity,65,Abbas RP-20,N
1,Abbas,Rural,Productivity,66,Abbas RP-21,N
1,Abbas,Rural,Productivity,67,Abbas RP-22,N
1,Abbas,Rural,Select,68,Abbas RS-01,N
1,Abbas,Rural,Select,69,Abbas RS-02,N
1,Abbas,Rural,Select,70,Abbas RS-03,N
1,Abbas,Rural,Select,71,Abbas RS-04,N
1,Abbas,Rural,Select,72,Abbas RS-05,N
1,Abbas,Rural,Select,73,Abbas RS-06,N
1,Abbas,Urban,Moderation,74,Abbas UM-01,Y
1,Abbas,Urban,Moderation,75,Abbas UM-02,Y
1,Abbas,Urban,Moderation,76,Abbas UM-03,Y
1,Abbas,Urban,Moderation,77,Abbas UM-04,Y
1,Abbas,Urban,Moderation,78,Abbas UM-05,Y
1,Abbas,Urban,Moderation,79,Abbas UM-06,Y
1,Abbas,Urban,Moderation,80,Abbas UM-07,Y
1,Abbas,Urban,Moderation,81,Abbas UM-08,Y
1,Abbas,Urban,Moderation,82,Abbas UM-09,Y
1,Abbas,Urban,Moderation,83,Abbas UM-10,Y
1,Abbas,Urban,Moderation,84,Abbas UM-11,Y
1,Abbas,Urban,Moderation,85,Abbas UM-12,Y
1,Abbas,Urban,Moderation,86,Abbas UM-13,Y
1,Abbas,Urban,Moderation,87,Abbas UM-14,Y
1,Abbas,Urban,Moderation,88,Abbas UM-15,Y
1,Abbas,Urban,Moderation,89,Abbas UM-16,Y
1,Abbas,Urban,Moderation,90,Abbas UM-17,Y
1,Abbas,Urban,Moderation,91,Abbas UM-18,Y
1,Abbas,Urban,Moderation,92,Abbas UM-19,Y
1,Abbas,Urban,Moderation,93,Abbas UM-20,Y
1,Abbas,Urban,Moderation,94,Abbas UM-21,Y
1,Abbas,Urban,Moderation,95,Abbas UM-22,Y
1,Abbas,Urban,Moderation,96,Abbas UM-23,Y
1,Abbas,Urban,Moderation,97,Abbas UM-24,Y
1,Abbas,Urban,Moderation,98,Abbas UM-25,Y
1,Abbas,Urban,Moderation,99,Abbas UM-26,Y
1,Abbas,Urban,Moderation,100,Abbas UM-27,Y
1,Abbas,Urban,Moderation,101,Abbas UM-28,Y
1,Abbas,Urban,Moderation,102,Abbas UM-29,Y
1,Abbas,Urban,Moderation,103,Abbas UM-30,Y
1,Abbas,Urban,Moderation,104,Abbas UM-31,Y
1,Abbas,Urban,Moderation,105,Abbas UM-32,Y
1,Abbas,Urban,Moderation,106,Abbas UM-33,Y
1,Abbas,Urban,Moderation,107,Abbas UM-34,Y
1,Abbas,Urban,Moderation,108,Abbas UM-35,Y
1,Abbas,Urban,Moderation,109,Abbas UM-36,Y
1,Abbas,Urban,Moderation,110,Abbas UM-37,Y
1,Abbas,Urban,Moderation,111,Abbas UM-38,Y
1,Abbas,Urban,Moderation,112,Abbas UM-39,Y
1,Abbas,Urban,Moderation,113,Abbas UM-40,Y
1,Abbas,Urban,Moderation,114,Abbas UM-41,Y
1,Abbas,Urban,Moderation,115,Abbas UM-42,Y
1,Abbas,Urban,Moderation,116,Abbas UM-43,Y
1,Abbas,Urban,Moderation,117,Abbas UM-44,Y
1,Abbas,Urban,Moderation,118,Abbas UM-45,Y
1,Abbas,Urban,Moderation,119,Abbas UM-46,Y
1,Abbas,Urban,Moderation,120,Abbas UM-47,Y
1,Abbas,Urban,Moderation,121,Abbas UM-48,Y
1,Abbas,Urban,Moderation,122,Abbas UM-49,Y
1,Abbas,Urban,Moderation,123,Abbas UM-50,Y
1,Abbas,Urban,Moderation,124,Abbas UM-51,Y
1,Abbas,Urban,Moderation,125,Abbas UM-52,Y
1,Abbas,Urban,Moderation,126,Abbas UM-53,Y
1,Abbas,Urban,Moderation,127,Abbas UM-54,Y
1,Abbas,Urban,Moderation,128,Abbas UM-55,Y
1,Abbas,Urban,Moderation,129,Abbas UM-56,Y
1,Abbas,Urban,Regular,130,Abbas UR-01,Y
1,Abbas,Urban,Regular,131,Abbas UR-02,Y
1,Abbas,Urban,Regular,132,Abbas UR-03,Y
1,Abbas,Urban,Regular,133,Abbas UR-04,Y
1,Abbas,Urban,Regular,134,Abbas UR-05,Y
1,Abbas,Urban,Regular,135,Abbas UR-06,Y
1,Abbas,Urban,Regular,136,Abbas UR-07,Y
1,Abbas,Urban,Regular,137,Abbas UR-08,Y
1,Abbas,Urban,Regular,138,Abbas UR-09,Y
1,Abbas,Urban,Regular,139,Abbas UR-10,Y
1,Abbas,Urban,Regular,140,Abbas UR-11,Y
1,Abbas,Urban,Regular,141,Abbas UR-12,Y
1,Abbas,Urban,Regular,142,Abbas UR-13,Y
1,Abbas,Urban,Regular,143,Abbas UR-14,Y
1,Abbas,Urban,Regular,144,Abbas UR-15,Y
1,Abbas,Urban,Regular,145,Abbas UR-16,Y
1,Abbas,Urban,Regular,146,Abbas UR-17,Y
1,Abbas,Urban,Regular,147,Abbas UR-18,Y
1,Abbas,Urban,Regular,148,Abbas UR-19,Y
1,Abbas,Urban,Regular,149,Abbas UR-20,Y
1,Abbas,Urban,Regular,150,Abbas UR-21,Y
1,Abbas,Urban,Regular,151,Abbas UR-22,Y
1,Abbas,Urban,Regular,152,Abbas UR-23,Y
1,Abbas,Urban,Regular,153,Abbas UR-24,Y
1,Abbas,Urban,Regular,154,Abbas UR-25,Y
1,Abbas,Urban,Regular,155,Abbas UR-26,Y
1,Abbas,Urban,Regular,156,Abbas UR-27,Y
1,Abbas,Urban,Regular,157,Abbas UR-28,Y
1,Abbas,Urban,Regular,158,Abbas UR-29,Y
1,Abbas,Urban,Regular,159,Abbas UR-30,Y
1,Abbas,Urban,Regular,160,Abbas UR-31,Y
1,Abbas,Urban,Regular,161,Abbas UR-32,Y
1,Abbas,Urban,Regular,162,Abbas UR-33,Y
1,Abbas,Urban,Regular,163,Abbas UR-34,Y
1,Abbas,Urban,Regular,164,Abbas UR-35,Y
1,Abbas,Urban,Regular,165,Abbas UR-36,Y
1,Abbas,Urban,Regular,166,Abbas UR-37,Y
1,Abbas,Urban,Regular,167,Abbas UR-38,Y
1,Abbas,Urban,Regular,168,Abbas UR-39,Y
1,Abbas,Urban,Regular,169,Abbas UR-40,Y
1,Abbas,Urban,Regular,170,Abbas UR-41,Y
1,Abbas,Urban,Regular,171,Abbas UR-42,Y
1,Abbas,Urban,Regular,172,Abbas UR-43,Y
1,Abbas,Urban,Extreme,173,Abbas UE-01,N
1,Abbas,Urban,Extreme,174,Abbas UE-02,N
1,Abbas,Urban,Extreme,175,Abbas UE-03,N
1,Abbas,Urban,Extreme,176,Abbas UE-04,N
1,Abbas,Urban,Extreme,177,Abbas UE-05,N
1,Abbas,Urban,Extreme,178,Abbas UE-06,N
1,Abbas,Urban,Extreme,179,Abbas UE-07,N
1,Abbas,Urban,Extreme,180,Abbas UE-08,N
1,Abbas,Urban,Extreme,181,Abbas UE-09,N
1,Abbas,Urban,Extreme,182,Abbas UE-10,N
1,Abbas,Urban,Extreme,183,Abbas UE-11,N
1,Abbas,Urban,Extreme,184,Abbas UE-12,N
1,Abbas,Urban,Extreme,185,Abbas UE-13,N
1,Abbas,Urban,Extreme,186,Abbas UE-14,N
1,Abbas,Urban,Extreme,187,Abbas UE-15,N
1,Abbas,Urban,Extreme,188,Abbas UE-16,N
1,Abbas,Urban,Convenience,189,Abbas UC-01,N
1,Abbas,Urban,Convenience,190,Abbas UC-02,N
1,Abbas,Urban,Convenience,191,Abbas UC-03,N
1,Abbas,Urban,Convenience,192,Abbas UC-04,N
1,Abbas,Urban,Convenience,193,Abbas UC-05,N
1,Abbas,Urban,Convenience,194,Abbas UC-06,N
1,Abbas,Urban,Convenience,195,Abbas UC-07,N
1,Abbas,Urban,Convenience,196,Abbas UC-08,N
1,Abbas,Youth,Youth,197,Abbas YY-01,Y
1,Abbas,Youth,Youth,198,Abbas YY-02,Y
2,Aliqui,Mix,All Season,2187,Aliqui MA-01,N
2,Aliqui,Mix,All Season,2188,Aliqui MA-02,N
2,Aliqui,Mix,All Season,2189,Aliqui MA-03,N
2,Aliqui,Mix,All Season,2190,Aliqui MA-04,N
2,Aliqui,Mix,All Season,2191,Aliqui MA-05,N
2,Aliqui,Mix,All Season,2192,Aliqui MA-06,N
2,Aliqui,Mix,All Season,2193,Aliqui MA-07,N
2,Aliqui,Mix,All Season,2194,Aliqui MA-08,N
2,Aliqui,Mix,All Season,2195,Aliqui MA-09,N
2,Aliqui,Mix,All Season,2196,Aliqui MA-10,N
2,Aliqui,Mix,All Season,2197,Aliqui MA-11,N
2,Aliqui,Mix,All Season,2198,Aliqui MA-12,N
2,Aliqui,Mix,All Season,2199,Aliqui MA-13,N
2,Aliqui,Mix,All Season,2200,Aliqui MA-14,N
2,Aliqui,Mix,All Season,2201,Aliqui MA-15,N
2,Aliqui,Mix,All Season,2202,Aliqui MA-16,N
2,Aliqui,Mix,All Season,2203,Aliqui MA-17,N
2,Aliqui,Rural,Productivity,2204,Aliqui RP-01,N
2,Aliqui,Rural,Productivity,2205,Aliqui RP-02,N
2,Aliqui,Rural,Productivity,2206,Aliqui RP-03,N
2,Aliqui,Rural,Productivity,2207,Aliqui RP-04,N
2,Aliqui,Rural,Productivity,2208,Aliqui RP-05,N
2,Aliqui,Rural,Productivity,2209,Aliqui RP-06,N
2,Aliqui,Rural,Productivity,2210,Aliqui RP-07,N
2,Aliqui,Rural,Productivity,2211,Aliqui RP-08,N
2,Aliqui,Rural,Productivity,2212,Aliqui RP-09,N
2,Aliqui,Rural,Productivity,2213,Aliqui RP-10,N
2,Aliqui,Rural,Productivity,2214,Aliqui RP-11,N
2,Aliqui,Rural,Productivity,2215,Aliqui RP-12,N
2,Aliqui,Rural,Productivity,2216,Aliqui RP-13,N
2,Aliqui,Rural,Productivity,2217,Aliqui RP-14,N
2,Aliqui,Rural,Productivity,2218,Aliqui RP-15,N
2,Aliqui,Rural,Productivity,2219,Aliqui RP-16,N
2,Aliqui,Rural,Productivity,2220,Aliqui RP-17,N
2,Aliqui,Rural,Productivity,2221,Aliqui RP-18,N
2,Aliqui,Rural,Productivity,2222,Aliqui RP-19,N
2,Aliqui,Rural,Productivity,2223,Aliqui RP-20,N
2,Aliqui,Rural,Productivity,2224,Aliqui RP-21,N
2,Aliqui,Rural,Productivity,2225,Aliqui RP-22,N
2,Aliqui,Rural,Productivity,2226,Aliqui RP-23,N
2,Aliqui,Rural,Productivity,2227,Aliqui RP-24,N
2,Aliqui,Rural,Productivity,2228,Aliqui RP-25,N
2,Aliqui,Rural,Productivity,2229,Aliqui RP-26,N
2,Aliqui,Rural,Productivity,2230,Aliqui RP-27,N
2,Aliqui,Rural,Productivity,2231,Aliqui RP-28,N
2,Aliqui,Rural,Productivity,2232,Aliqui RP-29,N
2,Aliqui,Rural,Productivity,2233,Aliqui RP-30,N
2,Aliqui,Rural,Productivity,2234,Aliqui RP-31,N
2,Aliqui,Rural,Productivity,2235,Aliqui RP-32,N
2,Aliqui,Rural,Productivity,2236,Aliqui RP-33,N
2,Aliqui,Rural,Productivity,2237,Aliqui RP-34,N
2,Aliqui,Rural,Productivity,2238,Aliqui RP-35,N
2,Aliqui,Rural,Productivity,2239,Aliqui RP-36,N
2,Aliqui,Rural,Productivity,2240,Aliqui RP-37,N
2,Aliqui,Rural,Productivity,2241,Aliqui RP-38,N
2,Aliqui,Rural,Productivity,2242,Aliqui RP-39,N
2,Aliqui,Rural,Productivity,2243,Aliqui RP-40,N
2,Aliqui,Rural,Productivity,2244,Aliqui RP-41,N
2,Aliqui,Rural,Productivity,2245,Aliqui RP-42,N
2,Aliqui,Rural,Productivity,2246,Aliqui RP-43,N
2,Aliqui,Rural,Productivity,2247,Aliqui RP-44,N
2,Aliqui,Rural,Productivity,2248,Aliqui RP-45,N
2,Aliqui,Rural,Productivity,2249,Aliqui RP-46,N
2,Aliqui,Rural,Productivity,2250,Aliqui RP-47,N
2,Aliqui,Rural,Productivity,2251,Aliqui RP-48,N
2,Aliqui,Rural,Productivity,2252,Aliqui RP-49,N
2,Aliqui,Rural,Productivity,2253,Aliqui RP-50,N
2,Aliqui,Rural,Productivity,2254,Aliqui RP-51,N
2,Aliqui,Rural,Productivity,2255,Aliqui RP-52,N
2,Aliqui,Rural,Productivity,2256,Aliqui RP-53,N
2,Aliqui,Rural,Productivity,2257,Aliqui RP-54,N
2,Aliqui,Rural,Productivity,2258,Aliqui RP-55,N
2,Aliqui,Rural,Productivity,2259,Aliqui RP-56,N
2,Aliqui,Rural,Productivity,2260,Aliqui RP-57,N
2,Aliqui,Rural,Productivity,2261,Aliqui RP-58,N
2,Aliqui,Rural,Productivity,2262,Aliqui RP-59,N
2,Aliqui,Rural,Productivity,2263,Aliqui RP-60,N
2,Aliqui,Rural,Productivity,2264,Aliqui RP-61,N
2,Aliqui,Rural,Productivity,2265,Aliqui RP-62,N
2,Aliqui,Rural,Productivity,2266,Aliqui RP-63,N
2,Aliqui,Rural,Productivity,2267,Aliqui RP-64,N
2,Aliqui,Rural,Select,2268,Aliqui RS-01,N
2,Aliqui,Rural,Select,2269,Aliqui RS-02,N
2,Aliqui,Rural,Select,2270,Aliqui RS-03,N
2,Aliqui,Rural,Select,2271,Aliqui RS-04,N
2,Aliqui,Rural,Select,2272,Aliqui RS-05,N
2,Aliqui,Rural,Select,2273,Aliqui RS-06,N
2,Aliqui,Rural,Select,2274,Aliqui RS-07,N
2,Aliqui,Rural,Select,2275,Aliqui RS-08,N
2,Aliqui,Rural,Select,2276,Aliqui RS-09,N
2,Aliqui,Rural,Select,2277,Aliqui RS-10,N
2,Aliqui,Rural,Select,2278,Aliqui RS-11,N
2,Aliqui,Rural,Select,2279,Aliqui RS-12,N
2,Aliqui,Rural,Select,2280,Aliqui RS-13,N
2,Aliqui,Rural,Select,2281,Aliqui RS-14,N
2,Aliqui,Rural,Select,2282,Aliqui RS-15,N
2,Aliqui,Rural,Select,2283,Aliqui RS-16,N
2,Aliqui,Rural,Select,2284,Aliqui RS-17,N
2,Aliqui,Rural,Select,2285,Aliqui RS-18,N
2,Aliqui,Urban,Moderation,2286,Aliqui UM-01,Y
2,Aliqui,Urban,Moderation,2287,Aliqui UM-02,Y
2,Aliqui,Urban,Moderation,2288,Aliqui UM-03,Y
2,Aliqui,Urban,Moderation,2289,Aliqui UM-04,Y
2,Aliqui,Urban,Moderation,2290,Aliqui UM-05,Y
2,Aliqui,Urban,Moderation,2291,Aliqui UM-06,Y
2,Aliqui,Urban,Moderation,2292,Aliqui UM-07,Y
2,Aliqui,Urban,Moderation,2293,Aliqui UM-08,Y
2,Aliqui,Urban,Moderation,2294,Aliqui UM-09,Y
2,Aliqui,Urban,Moderation,2295,Aliqui UM-10,Y
2,Aliqui,Urban,Moderation,2296,Aliqui UM-11,Y
2,Aliqui,Urban,Moderation,2297,Aliqui UM-12,Y
2,Aliqui,Urban,Regular,2298,Aliqui UR-01,Y
2,Aliqui,Urban,Regular,2299,Aliqui UR-02,N
2,Aliqui,Urban,Regular,2300,Aliqui UR-03,Y
2,Aliqui,Urban,Regular,2301,Aliqui UR-04,Y
2,Aliqui,Urban,Regular,2302,Aliqui UR-05,Y
2,Aliqui,Urban,Regular,2303,Aliqui UR-06,N
2,Aliqui,Urban,Regular,2304,Aliqui UR-07,N
2,Aliqui,Urban,Regular,2305,Aliqui UR-08,N
2,Aliqui,Urban,Regular,2306,Aliqui UR-09,N
2,Aliqui,Urban,Regular,2307,Aliqui UR-10,N
2,Aliqui,Urban,Regular,2308,Aliqui UR-11,N
2,Aliqui,Urban,Regular,2309,Aliqui UR-12,N
2,Aliqui,Urban,Regular,2310,Aliqui UR-13,N
2,Aliqui,Urban,Regular,2311,Aliqui UR-14,N
2,Aliqui,Urban,Regular,2312,Aliqui UR-15,N
2,Aliqui,Urban,Regular,2313,Aliqui UR-16,Y
2,Aliqui,Urban,Regular,2314,Aliqui UR-17,Y
2,Aliqui,Urban,Regular,2315,Aliqui UR-18,N
2,Aliqui,Urban,Regular,2316,Aliqui UR-19,N
2,Aliqui,Urban,Regular,2317,Aliqui UR-20,Y
2,Aliqui,Urban,Regular,2318,Aliqui UR-21,Y
2,Aliqui,Urban,Regular,2319,Aliqui UR-22,Y
